model,genre,prompt_id,ttr,mtld,hapax_ratio,avg_word_length,word_length_std,long_word_ratio,yule_k,pos_noun_ratio,pos_verb_ratio,pos_adj_ratio,pos_adv_ratio,pos_pron_ratio,pos_det_ratio,pos_adp_ratio,pos_cconj_ratio,pos_sconj_ratio,pos_aux_ratio,pos_part_ratio,pos_intj_ratio,pos_num_ratio,pos_propn_ratio,avg_sent_length,std_sent_length,num_sentences,num_words,max_dep_depth,mean_dep_depth,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,dale_chall,discourse_marker_count,discourse_marker_rate,punct_comma,punct_period,punct_semicolon,punct_colon,punct_question,punct_exclamation,punct_dash,punct_hyphen,punct_quote,punct_single_quote,punct_ellipsis,punct_total,fw_a,fw_about,fw_above,fw_after,fw_again,fw_all,fw_am,fw_an,fw_and,fw_any,fw_are,fw_as,fw_at,fw_be,fw_because,fw_been,fw_before,fw_being,fw_below,fw_between,fw_both,fw_but,fw_by,fw_could,fw_did,fw_do,fw_does,fw_doing,fw_down,fw_during,fw_each,fw_few,fw_for,fw_from,fw_further,fw_had,fw_has,fw_have,fw_having,fw_he,fw_her,fw_here,fw_hers,fw_herself,fw_him,fw_himself,fw_his,fw_how,fw_i,fw_if,fw_in,fw_into,fw_is,fw_it,fw_its,fw_itself,fw_just,fw_me,fw_more,fw_most,fw_my,fw_myself,fw_no,fw_nor,fw_not,fw_now,fw_of,fw_off,fw_on,fw_once,fw_only,fw_or,fw_other,fw_our,fw_ours,fw_ourselves,fw_out,fw_over,fw_own,fw_same,fw_she,fw_should,fw_so,fw_some,fw_such,fw_than,fw_that,fw_the,fw_their,fw_theirs,fw_them,fw_themselves,fw_then,fw_there,fw_these,fw_they,fw_this,fw_those,fw_through,fw_to,fw_too,fw_under,fw_until,fw_up,fw_very,fw_was,fw_we,fw_were,fw_what,fw_when,fw_where,fw_which,fw_while,fw_who,fw_whom,fw_why,fw_will,fw_with,fw_would,fw_you,fw_your,fw_yours,fw_yourself,fw_yourselves
chatgpt,narrative,narrative_4,0.7377,260.47,0.63115,4.963,2.095,0.2377,82.303,0.22951,0.14344,0.07787,0.11066,0.11475,0.09426,0.09016,0.03279,0.01639,0.04098,0.0123,0.0,0.0,0.03689,8.714,4.832,28,244,101,101.0,74.076,5.035,5.67,7.63,9.064,1,0.4098,1.0451,1.8942,0.0,0.0,0.1306,0.0,0.0,0.0,0.0,0.0,0.0,3.0699,0.0082,0.0,0.0,0.0,0.0,0.0041,0.0,0.0,0.01639,0.0,0.0,0.0,0.0123,0.0041,0.0,0.0,0.0041,0.0,0.0,0.0041,0.0,0.0123,0.0041,0.0,0.0,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.0041,0.0082,0.0,0.0041,0.0,0.0,0.0,0.0123,0.02869,0.0,0.0,0.0,0.0082,0.0,0.02049,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0041,0.0,0.0082,0.0041,0.0,0.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123,0.0082,0.0,0.0,0.0,0.0,0.0,0.0041,0.07377,0.0041,0.0,0.0041,0.0,0.0041,0.0,0.0,0.0041,0.0,0.0,0.0041,0.0041,0.0041,0.0,0.0,0.0,0.0,0.02459,0.0,0.0082,0.0,0.0041,0.0082,0.0,0.0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0,0.0,0.0,0.0
chatgpt,narrative,narrative_5,0.73228,265.654,0.61024,4.669,1.998,0.20866,65.1,0.20866,0.19291,0.05118,0.09843,0.1063,0.10236,0.08268,0.01969,0.01969,0.04724,0.00394,0.0,0.01969,0.04724,8.759,4.797,29,254,101,101.0,76.723,4.812,5.833,8.193,8.811,1,0.3937,0.9327,1.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8648,0.01969,0.00394,0.0,0.0,0.0,0.00394,0.0,0.00394,0.01575,0.0,0.0,0.00787,0.0,0.0,0.0,0.00394,0.00394,0.0,0.0,0.00394,0.0,0.0,0.00394,0.0,0.00787,0.0,0.0,0.0,0.00394,0.0,0.0,0.0,0.00394,0.00394,0.0,0.01969,0.0,0.0,0.0,0.00394,0.00394,0.00394,0.0,0.0,0.0,0.0,0.00787,0.0,0.00787,0.0,0.0,0.00787,0.0,0.00787,0.00787,0.0,0.00394,0.0,0.0,0.0,0.00394,0.0,0.0,0.0,0.0,0.00787,0.01969,0.00394,0.00394,0.0,0.00394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0315,0.0,0.0,0.00394,0.0,0.0,0.00394,0.05906,0.0,0.0,0.00787,0.0,0.00394,0.00394,0.0,0.00394,0.00394,0.0,0.0,0.00394,0.00394,0.0,0.0,0.0,0.0,0.01575,0.0,0.01181,0.0,0.00394,0.00394,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.00394,0.00787,0.0,0.0,0.0,0.0
chatgpt,narrative,narrative_6,0.68235,149.161,0.57647,4.969,2.321,0.26275,127.336,0.24706,0.18824,0.06275,0.07059,0.11373,0.12157,0.09412,0.01176,0.01569,0.02353,0.00392,0.00392,0.00784,0.03529,7.286,4.226,35,255,101,101.0,69.973,5.495,6.17,8.377,9.319,0,0.0,0.941,2.2585,0.0,0.1255,0.0,0.0,0.1255,0.0,0.0,0.0,0.0,3.4504,0.01176,0.0,0.0,0.00392,0.0,0.00392,0.0,0.0,0.01176,0.0,0.0,0.00392,0.01176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392,0.0,0.00392,0.0,0.0,0.0,0.00392,0.0,0.0,0.0,0.00392,0.0,0.0,0.00392,0.0,0.0,0.0,0.0,0.03922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00392,0.03137,0.00392,0.0,0.01569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01176,0.0,0.0,0.00392,0.00784,0.0,0.00784,0.0,0.00392,0.0,0.0,0.0,0.0,0.0,0.00392,0.0,0.00392,0.0,0.03529,0.0,0.0,0.0,0.0,0.0,0.00392,0.0902,0.0,0.0,0.0,0.00392,0.00784,0.00392,0.0,0.0,0.0,0.0,0.0,0.00784,0.0,0.0,0.0,0.0,0.0,0.00784,0.0,0.00784,0.0,0.0,0.0,0.00392,0.00392,0.0,0.0,0.00392,0.00392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chatgpt,narrative,narrative_7,0.65267,150.729,0.52672,4.668,2.038,0.22137,130.82,0.22901,0.16031,0.07252,0.09542,0.08397,0.12595,0.10305,0.01908,0.00763,0.04198,0.01908,0.00382,0.00763,0.03053,7.081,5.874,37,262,101,101.0,80.506,4.249,4.808,6.647,8.164,0,0.0,0.6502,2.4057,0.0,0.0,0.065,0.0,0.1951,0.0,0.0,0.0,0.0,3.316,0.01908,0.0,0.0,0.0,0.00382,0.0,0.0,0.0,0.00763,0.0,0.0,0.0,0.01145,0.00382,0.0,0.00382,0.0,0.0,0.00382,0.0,0.0,0.01145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01145,0.00763,0.0,0.01145,0.0,0.0,0.0,0.01527,0.0,0.0,0.0,0.0,0.01145,0.0,0.01908,0.0,0.00382,0.0,0.00382,0.00382,0.00382,0.01145,0.0,0.00382,0.0,0.0,0.00382,0.0,0.0,0.0,0.00382,0.0,0.00382,0.00763,0.01145,0.0,0.0,0.00382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00382,0.01527,0.09924,0.0,0.0,0.0,0.0,0.00763,0.0,0.0,0.0,0.00382,0.0,0.00763,0.0229,0.00763,0.0,0.0,0.0,0.0,0.01145,0.0,0.00382,0.0,0.00382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00382,0.0,0.0,0.0
chatgpt,argumentative,argumentative_2,0.65737,160.376,0.50598,5.606,2.796,0.32271,69.205,0.2988,0.12351,0.16733,0.07171,0.04781,0.04382,0.10359,0.04781,0.02789,0.05179,0.01195,0.0,0.00398,0.0,15.688,6.302,16,251,101,101.0,35.988,12.121,14.89,14.006,11.043,2,0.7968,1.0645,0.9462,0.0,0.0,0.0,0.0,0.0,0.0591,0.0,0.0,0.0,2.0698,0.00398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03984,0.0,0.01195,0.00797,0.01195,0.00398,0.00398,0.0,0.00398,0.00398,0.0,0.0,0.00398,0.0,0.00398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01594,0.01195,0.0,0.0,0.00398,0.00398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01195,0.0,0.00797,0.00797,0.0,0.0,0.0,0.0,0.01594,0.00398,0.0,0.0,0.0,0.0,0.0,0.00398,0.01594,0.0,0.00398,0.00398,0.0,0.00797,0.00398,0.0,0.0,0.0,0.0,0.00398,0.0,0.0,0.0,0.0,0.0,0.00398,0.00797,0.00398,0.00797,0.01992,0.01594,0.0,0.00797,0.0,0.0,0.0,0.0,0.00398,0.00797,0.0,0.0,0.01992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00398,0.0,0.00398,0.0,0.00398,0.00797,0.0,0.0,0.0,0.0,0.00398,0.0,0.0,0.0,0.0,0.0,0.0
chatgpt,argumentative,argumentative_3,0.6779,182.732,0.53933,5.906,2.949,0.40824,62.843,0.32584,0.16854,0.10487,0.05993,0.0412,0.05243,0.08614,0.0412,0.01873,0.05618,0.03745,0.0,0.00375,0.00375,15.706,5.453,17,267,101,101.0,21.232,14.156,16.212,15.048,12.242,4,1.4981,1.169,0.9033,0.0,0.0,0.0,0.0,0.0,0.1594,0.0,0.0,0.0,2.2317,0.01124,0.00375,0.0,0.0,0.0,0.00749,0.0,0.00375,0.03371,0.0,0.00749,0.00375,0.0,0.0,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.00375,0.0,0.0,0.00749,0.0,0.0,0.0,0.0,0.0,0.0,0.02247,0.00375,0.0,0.0,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00749,0.0,0.0,0.01873,0.00375,0.01873,0.00749,0.0,0.0,0.00375,0.0,0.00375,0.0,0.0,0.0,0.00375,0.0,0.01124,0.00375,0.00375,0.0,0.00375,0.0,0.00375,0.00375,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.0,0.00375,0.0,0.0,0.01498,0.01873,0.0,0.0,0.00375,0.0,0.0,0.0,0.00749,0.00375,0.0,0.0,0.0,0.03371,0.00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00375,0.0,0.0,0.0,0.00375,0.0,0.0,0.0,0.0,0.0,0.0
chatgpt,argumentative,argumentative_4,0.61509,132.5,0.46792,5.702,2.553,0.36604,87.148,0.38113,0.13585,0.16226,0.04151,0.01132,0.03019,0.09811,0.06038,0.01132,0.05283,0.01132,0.0,0.00377,0.0,16.562,5.579,16,265,101,101.0,33.818,12.626,14.788,13.817,12.557,2,0.7547,1.0486,0.883,0.0,0.0,0.0,0.0,0.0,0.1104,0.0,0.0,0.0,2.0419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0566,0.0,0.00755,0.00755,0.0,0.00377,0.00377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01887,0.00755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02264,0.00377,0.00755,0.0,0.0,0.0,0.0,0.0,0.02642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00377,0.0,0.00377,0.00755,0.00377,0.00377,0.01887,0.00377,0.0,0.0,0.0,0.0,0.0,0.00377,0.0,0.0,0.0,0.0,0.01887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00377,0.0,0.0,0.0,0.0,0.00377,0.02642,0.0,0.0,0.0,0.0,0.0
chatgpt,argumentative,argumentative_5,0.68045,207.098,0.53008,5.711,2.909,0.39474,54.836,0.30075,0.1391,0.15038,0.06767,0.02632,0.02632,0.08271,0.04511,0.03383,0.07143,0.02632,0.0,0.00376,0.02632,19.0,5.988,14,266,101,101.0,23.622,14.649,17.391,16.084,12.885,3,1.1278,1.0463,0.7709,0.0,0.0,0.0,0.0,0.0,0.0551,0.0,0.0,0.0,1.8722,0.00752,0.0,0.0,0.0,0.0,0.0,0.0,0.00376,0.03759,0.0,0.00752,0.01504,0.0,0.0,0.00376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00376,0.00376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00376,0.0,0.0,0.00376,0.00376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00376,0.0188,0.00376,0.01128,0.01128,0.00752,0.0,0.0,0.0,0.01504,0.0,0.0,0.0,0.0,0.0,0.00752,0.00376,0.0188,0.0,0.00376,0.00752,0.0,0.00752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00376,0.01504,0.01128,0.00752,0.0,0.0,0.0,0.0,0.0,0.0,0.00376,0.0,0.00376,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00752,0.0,0.0,0.0,0.00752,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,narrative,narrative_2,0.66929,144.963,0.54724,4.831,2.441,0.24409,133.3,0.22835,0.16535,0.08268,0.05512,0.08268,0.12992,0.15354,0.01969,0.00787,0.01181,0.01181,0.00394,0.00394,0.04331,11.043,7.463,23,254,101,101.0,62.574,7.84,10.228,10.771,9.789,0,0.0,1.5375,1.3453,0.0641,0.0641,0.1281,0.0,0.0641,0.0641,0.8969,0.0641,0.0,4.2281,0.0315,0.00394,0.00394,0.0,0.0,0.0,0.0,0.00394,0.01575,0.0,0.0,0.0,0.00787,0.0,0.0,0.0,0.00787,0.00394,0.0,0.0,0.0,0.0,0.00787,0.0,0.00394,0.0,0.0,0.0,0.00394,0.0,0.0,0.0,0.00787,0.00394,0.0,0.0,0.0,0.0,0.0,0.00787,0.01575,0.0,0.0,0.0,0.0,0.0,0.00787,0.0,0.01181,0.0,0.00394,0.00394,0.0,0.00394,0.0,0.0,0.00394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04331,0.00394,0.00787,0.0,0.00394,0.00394,0.0,0.0,0.0,0.0,0.00787,0.0,0.0,0.0,0.00394,0.0,0.0,0.0,0.0,0.0,0.00394,0.09449,0.00394,0.0,0.00787,0.0,0.0,0.0,0.0,0.01181,0.0,0.0,0.0,0.02362,0.00394,0.0,0.0,0.00394,0.0,0.00394,0.0,0.0,0.0,0.00394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.0,0.0,0.0,0.0,0.0,0.0
gemini,narrative,narrative_3,0.64286,118.668,0.55639,4.805,2.582,0.2782,185.143,0.25564,0.12782,0.09774,0.06391,0.07519,0.16917,0.08271,0.01504,0.00376,0.06391,0.01128,0.0,0.01504,0.0188,12.091,4.621,22,266,101,101.0,56.786,8.426,10.489,10.814,10.0,1,0.3759,0.8135,1.4393,0.1252,0.0,0.0,0.0,0.0626,0.3129,0.0,0.1877,0.0,2.9412,0.06015,0.0,0.00376,0.0,0.0,0.0,0.0,0.0,0.01128,0.0,0.0,0.0,0.00752,0.00376,0.0,0.00376,0.0,0.0,0.0,0.0,0.0,0.0,0.00376,0.0,0.00752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00752,0.00752,0.0,0.01504,0.0,0.0,0.0,0.02632,0.0,0.0,0.0,0.0,0.0,0.0,0.02256,0.0,0.0,0.0,0.00376,0.00376,0.0,0.0188,0.0,0.0,0.01128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02632,0.0,0.00752,0.0,0.00376,0.00376,0.0,0.0,0.0,0.0,0.0,0.00376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00376,0.10902,0.0,0.0,0.0,0.0,0.00376,0.0,0.0,0.0,0.0,0.0,0.0,0.01128,0.0,0.0,0.0,0.0,0.0,0.03008,0.0,0.00376,0.0,0.0,0.00376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gemini,narrative,narrative_4,0.68293,152.399,0.56911,4.581,2.216,0.21545,102.452,0.2439,0.15041,0.11382,0.06911,0.0813,0.11382,0.10976,0.02439,0.0,0.05285,0.00407,0.0,0.0,0.03659,13.667,6.101,18,246,101,101.0,72.091,6.627,7.447,8.515,8.904,0,0.0,1.1789,1.387,0.1387,0.0693,0.0,0.0,0.0693,0.0,0.0,0.2774,0.0,3.1207,0.04065,0.0,0.0,0.0,0.0,0.0,0.00407,0.0,0.01626,0.0,0.0,0.0,0.0,0.0,0.0,0.00407,0.0,0.0,0.0,0.0,0.0,0.00813,0.00813,0.0,0.0122,0.0,0.0,0.0,0.00407,0.0,0.0,0.0,0.00407,0.0,0.0,0.02033,0.0,0.0,0.0,0.02033,0.00407,0.0,0.0,0.0,0.0,0.0,0.02033,0.0,0.0,0.0,0.0122,0.00407,0.0,0.00813,0.00407,0.0,0.00813,0.0,0.0,0.0,0.0,0.0,0.00407,0.0,0.0,0.00407,0.03659,0.00407,0.00813,0.0,0.00407,0.0,0.0,0.0,0.0,0.0,0.00407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122,0.07317,0.00407,0.0,0.0,0.0,0.0,0.00813,0.0,0.0,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,0.00407,0.0,0.02033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00813,0.0,0.0,0.0,0.0,0.0,0.0
gemini,narrative,narrative_5,0.69847,170.476,0.59924,4.576,2.071,0.17939,124.41,0.24046,0.14885,0.10687,0.05344,0.06489,0.1374,0.10687,0.02672,0.01145,0.04198,0.0,0.00382,0.00382,0.05344,13.1,5.513,20,262,101,101.0,71.621,6.499,7.815,9.121,9.565,2,0.7634,1.2558,1.3219,0.0,0.0,0.0,0.0,0.0661,0.0661,0.1322,0.2644,0.0,3.1064,0.04962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229,0.0,0.0,0.00382,0.0,0.0,0.0,0.00763,0.00382,0.0,0.0,0.00382,0.0,0.00382,0.00382,0.00382,0.0,0.0,0.0,0.0,0.01145,0.0,0.0,0.0,0.00382,0.0,0.0,0.01527,0.0,0.0,0.0,0.03053,0.0,0.0,0.0,0.0,0.00763,0.0,0.00763,0.0,0.0,0.0,0.00763,0.00382,0.0,0.00763,0.00382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00763,0.01527,0.0,0.00382,0.00382,0.0,0.0,0.0,0.0,0.0,0.0,0.00763,0.00382,0.0,0.00763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00382,0.00382,0.0,0.0,0.0,0.00382,0.0,0.01527,0.0,0.0,0.00382,0.0,0.00382,0.0,0.0,0.0,0.0,0.0,0.0,0.00763,0.0,0.0,0.0,0.0,0.0,0.0
gemini,narrative,narrative_6,0.64961,101.727,0.55906,4.839,2.458,0.25984,154.69,0.27165,0.13386,0.10236,0.02362,0.07087,0.15748,0.11417,0.04331,0.00394,0.03543,0.00394,0.0,0.01181,0.02756,13.368,7.707,19,254,101,101.0,59.551,8.486,9.908,10.864,9.77,0,0.0,1.4121,1.2195,0.0642,0.1284,0.0,0.0,0.0642,0.1284,0.0,0.0642,0.0,3.0809,0.02756,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.02756,0.0,0.0,0.00394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.0,0.00787,0.00394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.0,0.00394,0.0,0.0,0.0,0.01969,0.0,0.00394,0.0,0.0,0.0,0.0,0.01575,0.0,0.0,0.0,0.01969,0.0,0.0,0.01575,0.0,0.0,0.00394,0.0,0.0,0.0,0.0,0.0,0.01181,0.00394,0.0,0.0,0.03543,0.0,0.00394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01181,0.10236,0.0,0.0,0.0,0.0,0.0,0.00394,0.0,0.0,0.0,0.0,0.0,0.01969,0.0,0.00394,0.00394,0.0,0.0,0.0315,0.0,0.00394,0.0,0.0,0.0,0.0,0.00394,0.0,0.0,0.0,0.0,0.00394,0.0,0.0,0.0,0.0,0.0,0.0
gemini,narrative,narrative_7,0.61172,83.481,0.49084,4.608,2.359,0.21245,169.598,0.24908,0.12821,0.10623,0.05128,0.08425,0.15385,0.12821,0.02564,0.00733,0.0293,0.00733,0.0,0.00733,0.02198,12.409,5.245,22,273,101,101.0,72.178,6.241,8.02,8.97,8.631,1,0.3663,1.5763,1.3871,0.0,0.0,0.0,0.0,0.0631,0.1261,0.0,0.1892,0.0,3.3417,0.05495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01465,0.0,0.0,0.00366,0.00366,0.0,0.0,0.0,0.00733,0.0,0.00366,0.0,0.0,0.00366,0.00366,0.0,0.00366,0.0,0.0,0.0,0.00733,0.0,0.0,0.0,0.0,0.00733,0.0,0.0,0.0,0.0,0.0,0.00733,0.0,0.0,0.0,0.0,0.00366,0.0,0.02564,0.0,0.0,0.0,0.00733,0.01099,0.0,0.0293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0293,0.0,0.00733,0.0,0.0,0.00733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00366,0.01099,0.10256,0.0,0.0,0.0,0.0,0.00366,0.0,0.0,0.0,0.0,0.0,0.00733,0.00733,0.0,0.0,0.0,0.00733,0.0,0.02198,0.0,0.00366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01465,0.0,0.0,0.0,0.0,0.0,0.0
gemini,argumentative,argumentative_2,0.67769,153.296,0.55785,5.483,2.953,0.33471,90.158,0.33471,0.13223,0.11983,0.06198,0.03306,0.1157,0.09917,0.04132,0.00413,0.02893,0.02066,0.0,0.00826,0.0,20.167,3.891,12,242,101,101.0,27.243,14.304,17.031,15.58,11.959,3,1.2397,1.0579,0.7467,0.0622,0.0,0.0,0.0,0.1245,0.3734,0.1245,0.1867,0.0,2.6758,0.05372,0.0,0.0,0.0,0.0,0.0,0.0,0.00413,0.03306,0.0,0.0,0.00413,0.00413,0.00413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00826,0.0,0.0124,0.00413,0.0,0.0,0.00413,0.0,0.00413,0.0,0.0,0.0,0.0,0.0,0.00413,0.0,0.03306,0.0,0.0,0.00413,0.0,0.00826,0.0,0.0,0.0,0.0,0.0,0.00826,0.00413,0.0,0.0,0.00413,0.0,0.0,0.0,0.0,0.00826,0.04545,0.01653,0.0,0.00413,0.0,0.0,0.0,0.0,0.00413,0.00826,0.0,0.0,0.02893,0.0,0.00413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00826,0.0,0.0,0.0,0.0,0.0,0.0
gemini,argumentative,argumentative_3,0.66802,178.381,0.50202,5.765,3.034,0.40486,69.498,0.27935,0.1417,0.15385,0.05263,0.03239,0.10121,0.11741,0.03644,0.01215,0.04049,0.03239,0.0,0.0,0.0,19.0,7.158,13,247,101,101.0,16.851,15.572,17.836,16.195,12.657,3,1.2146,0.9959,0.7616,0.0586,0.0586,0.0,0.0,0.1172,0.1172,0.0,0.0,0.0,2.109,0.03644,0.0081,0.0,0.0,0.0,0.00405,0.0,0.0,0.02024,0.00405,0.0081,0.0,0.00405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00405,0.01215,0.0,0.0,0.0,0.0,0.0,0.00405,0.0,0.0,0.0,0.0081,0.00405,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081,0.0,0.0,0.01215,0.0081,0.01619,0.0081,0.0,0.0,0.0081,0.0,0.0,0.0,0.0,0.0,0.00405,0.0,0.0081,0.0,0.02429,0.0,0.0,0.0,0.0,0.01215,0.0,0.0,0.0,0.0,0.00405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01215,0.04049,0.0081,0.0,0.00405,0.0,0.0,0.0,0.0,0.0,0.00405,0.00405,0.0,0.04049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00405,0.0,0.0,0.0,0.00405,0.0,0.0,0.0,0.0,0.0,0.0
gemini,argumentative,argumentative_4,0.71483,194.073,0.60076,5.578,2.769,0.327,61.299,0.34221,0.12167,0.1711,0.06464,0.01521,0.07224,0.09886,0.04943,0.0038,0.04563,0.01521,0.0,0.0,0.0,16.438,4.911,16,263,101,101.0,32.089,12.789,14.822,13.721,13.066,1,0.3802,1.2443,0.905,0.0566,0.0,0.0,0.0,0.0,0.2828,0.0,0.0,0.0,2.4887,0.02281,0.0038,0.0,0.0,0.0,0.0,0.0,0.0038,0.04183,0.0,0.0038,0.0076,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01521,0.01141,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,0.01901,0.0076,0.0,0.0,0.0,0.0,0.01141,0.0038,0.0,0.0,0.0,0.0,0.0076,0.0,0.02281,0.0,0.0,0.0,0.0038,0.0,0.0,0.0038,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.03802,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076,0.0,0.0,0.01141,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0
